00AA,LEOTI. KS
OLG,SOLON SPRINGS. WI
OLM,OLYMPIA. WA
OLS,NOGALES. AZ
OLU,COLUMBUS. NE
OLV,OLIVE BRANCH. MS
OLY,OLNEY-NOBLE. IL
OLZ,OELWEIN. IA
OMA,OMAHA. NE
OME,NOME. AK
OMH,ORANGE. VA
OMK,OMAK. WA
OMN,ORMOND BEACH. FL
OMU9,PILOT GROVE. MO
ONA,WINONA. MN
ONL,O`NEILL. NE
ONM,SOCORRO. NM
ONO,ONTARIO. OR
ONP,NEWPORT. OR
ONT,ONTARIO. CA
ONX,CURRITUCK. NC
ONY,OLNEY. TX
ONZ,DETROIT/GROSSE ILE. MI
OOA,OSKALOOSA. IA
OOK,TOKSOOK BAY. AK
OPF,MIAMI. FL
OPL,OPELOUSAS. LA
OPN,THOMASTON. GA
OQN,WEST CHESTER. PA
OQU,NORTH KINGSTOWN. RI
OQW,MAQUOKETA. IA
OR00,BEAVERTON. OR
OR01,IMNAHA. OR
OR03,UNION. OR
OR04,BEND. OR
OR05,YAMHILL. OR
OR06,MEDFORD. OR
OR07,LONG CREEK. OR
OR08,DIAMOND. OR
OR09,FIELDS. OR
OR10,FRENCHGLEN. OR
OR11,HAINES. OR
OR12,HOMESTEAD. OR
OR13,DAYVILLE. OR
OR14,JUNTURA. OR
OR16,AROCK. OR
OR17,PRAIRIE CITY. OR
OR20,ALBANY. OR
OR21,ALBANY. OR
OR22,ALBANY. OR
OR23,ASTORIA. OR
OR25,AUMSVILLE. OR
OR27,BANKS. OR
OR28,BEAVERTON. OR
OR29,BEATTY. OR
OR30,BEND. OR
OR31,HILLSBORO. OR
OR32,BURNS. OR
OR34,SISTERS. OR
OR35,BORING. OR
OR38,BROOKS. OR
OR39,CORVALLIS. OR
OR40,CANBY. OR
OR41,CANBY. OR
OR42,PRINEVILLE. OR
OR44,ROGUE RIVER. OR
OR45,COBURG. OR
OR46,CONDON. OR
OR47,JUNCTION CITY. OR
OR48,GRANTS PASS. OR
OR50,CORBETT. OR
OR51,SCIO. OR
OR52,CORVALLIS. OR
OR53,WAPINITIA. OR
OR54,CORVALLIS. OR
OR57,CRESWELL. OR
OR59,YAMHILL. OR
OR60,MEDFORD. OR
OR61,BUXTON. OR
OR62,LEWISTON. OR
OR64,ENTERPRISE. OR
OR65,ESTACADA. OR
OR66,ESTACADA. OR
OR67,ALBANY. OR
OR70,HALFWAY. OR
OR71,BALLSTON. OR
OR72,BORING. OR
OR73,GLENDALE. OR
OR74,GRANTS PASS. OR
OR76,ESTACADA. OR
OR78,HARRISBURG. OR
OR79,REDMOND. OR
OR8,IMNAHA. OR
OR80,LOSTINE. OR
OR81,HILLSBORO. OR
OR82,ALBANY. OR
OR84,PRINEVILLE. OR
OR85,PRINEVILLE. OR
OR86,JEFFERSON. OR
OR87,SALEM. OR
OR89,KINZUA. OR
OR9,IMNAHA. OR
OR90,LAFAYETTE. OR
OR92,ECHO. OR
OR94,BROWNSVILLE. OR
OR95,MC COY. OR
OR96,MEDFORD. OR
ORB,ORR. MN
ORD,CHICAGO. IL
ORE,ORANGE. MA
ORF,NORFOLK. VA
ORG,ORANGE. TX
ORH,WORCESTER. MA
ORI,PORT LIONS. AK
ORK,NORTH LITTLE ROCK. AR
ORL,ORLANDO. FL
ORS,EASTSOUND. WA
ORT,NORTHWAY. AK
OSA,MOUNT PLEASANT. TX
OSC,OSCODA. MI
OSH,OSHKOSH. WI
OSU,COLUMBUS. OH
OSX,KOSCIUSKO. MS
OTG,WORTHINGTON. MN
OTH,NORTH BEND. OR
OTM,OTTUMWA. IA
OTZ,KOTZEBUE. AK
OUL,NELSON LAGOON. AK
OUN,NORMAN. OK
OVE,OROVILLE. CA
OVL,OLIVIA. MN
OVO,NORTH VERNON. IN
OVS,BOSCOBEL. WI
OWA,OWATONNA. MN
OWB,OWENSBORO. KY
OWD,NORWOOD. MA
OWI,OTTAWA. KS
OWK,NORRIDGEWOCK. ME
OWP,SAND SPRINGS. OK
OWX,OTTAWA. OH
OXB,OCEAN CITY. MD
OXC,OXFORD. CT
OXD,OXFORD. OH
OXI,KNOX. IN
OXR,OXNARD. CA
OXV,KNOXVILLE. IA
OYM,ST MARYS. PA
OZA,OZONA. TX
OZR,FORT NOVOSEL (OZARK). AL
OZS,CAMDENTON. MO
OZW,HOWELL. MI
P01,AJO. AZ
P03,DOUGLAS. AZ
P04,BISBEE. AZ
P08,COOLIDGE. AZ
P10,POLACCA. AZ
P13,GLOBE. AZ
P14,HOLBROOK. AZ
P15,PITTSFIELD. PA
P16,PALMYRA ISLAND ATOLL. XL
P17,BREEZEWOOD. PA
P19,CHANDLER. AZ
P20,PARKER. AZ
P23,SELIGMAN. AZ
P29,TOMBSTONE. AZ
P33,WILLCOX. AZ
P34,MIFFLINTOWN. PA
P45,MOUNT PLEASANT. PA
P52,COTTONWOOD. AZ
P91,GERMANSVILLE. PA
P96,JERSEY SHORE. PA
PA01,LINESVILLE. PA
PA02,MC KEAN. PA
PA08,GREENCASTLE. PA
PA18,MILL HALL. PA
PA21,WEST MIDDLESEX. PA
PA25,QUAKER CITY. PA
PA30,ANDREAS. PA
PA31,ANNVILLE. PA
PA33,ATHENS. PA
PA35,BALLY. PA
PA36,BEDMINSTER. PA
PA40,BENTON. PA
PA44,LINGLESTOWN. PA
PA45,BODINES. PA
PA47,GETTYSBURG. PA
PA49,GREENTOWN. PA
PA51,BIGLERVILLE. PA
PA52,UNION CITY. PA
PA53,CARBONDALE. PA
PA54,CARBONDALE. PA
PA58,CHAMBERSBURG. PA
PA61,COLLEGEVILLE. PA
PA65,COPLAY. PA
PA68,NAZARETH. PA
PA70,DOWNINGTOWN. PA
PA71,DUSHORE. PA
PA72,EAST BERLIN. PA
PA74,ELIZABETHVILLE/HALIFAX. PA
PA75,ELKLAND. PA
PA77,ERWINNA. PA
PA81,FAYETTEVILLE. PA
PA82,FLEETVILLE. PA
PA84,THOMASVILLE. PA
PA88,FARMINGTON. PA
PA92,HAMBURG. PA
PAE,EVERETT. WA
PAH,PADUCAH. KY
PAK,HANAPEPE. HI
PAM,PANAMA CITY. FL
PAN,PAYSON. AZ
PAO,PALO ALTO. CA
PAQ,PALMER. AK
PBF,PINE BLUFF. AR
PBG,PLATTSBURGH. NY
PBH,PHILLIPS. WI
PBI,WEST PALM BEACH. FL
PBV,ST GEORGE. AK
PBX,PIKEVILLE. KY
PCD,PERRYVILLE. MO
PCM,PLANT CITY. FL
PCW,PORT CLINTON. OH
PCZ,WAUPACA. WI
PDC,PRAIRIE DU CHIEN. WI
PDK,ATLANTA. GA
PDT,PENDLETON. OR
PDX,PORTLAND. OR
PEA,PELLA. IA
PEO,PENN YAN. NY
PEQ,PECOS. TX
PEV,PERRYVILLE. AK
PEX,PAYNESVILLE. MN
PEZ,PLEASANTON. TX
PFC,PACIFIC CITY. OR
PG1,LEVANT. ME
PGA,PAGE. AZ
PGD,PUNTA GORDA. FL
PGM,PORT GRAHAM. AK
PGR,PARAGOULD. AR
PGV,GREENVILLE. NC
PHD,NEW PHILADELPHIA. OH
PHF,NEWPORT NEWS. VA
PHG,PHILLIPSBURG. KS
PHH,ANDREWS. SC
PHK,PAHOKEE. FL
PHL,PHILADELPHIA. PA
PHN,PORT HURON. MI
PHO,POINT HOPE. AK
PHP,PHILIP. SD
PHT,PARIS. TN
PHX,PHOENIX. AZ
PIA,PEORIA. IL
PIB,HATTIESBURG-LAUREL. MS
PIE,ST PETERSBURG-CLEARWATER. FL
PIH,POCATELLO. ID
PIL,PORT ISABEL. TX
PIM,PINE MOUNTAIN. GA
PIR,PIERRE. SD
PIT,PITTSBURGH. PA
PIZ,POINT LAY. AK
PJC,ZELIENOPLE. PA
PJY,PINCKNEYVILLE. IL
PKA,NAPASKIAK. AK
PKB,PARKERSBURG. WV
PKD,PARK RAPIDS. MN
PKF,PARK FALLS. WI
PKV,PORT LAVACA. TX
PLD,PORTLAND. IN
PLK,BRANSON. MO
PLN,PELLSTON. MI
PLR,PELL CITY. AL
PLU,PUYALLUP. WA
PMB,PEMBINA. ND
PMD,PALMDALE. CA
PMH,PORTSMOUTH. OH
PMP,POMPANO BEACH. FL
PMU,BATESVILLE. MS
PMV,PLATTSMOUTH. NE
PMZ,PLYMOUTH. NC
PN00,SASSAMANSVILLE. PA
PN01,DORSEYVILLE. PA
PN08,CHAMBERSVILLE. PA
PN10,ULSTER. PA
PN11,ENON VALLEY. PA
PN13,SIGEL. PA
PN14,REN FREW. PA
PN15,COUDERSPORT. PA
PN18,FAIRVIEW. PA
PN25,FREEPORT. PA
PN30,CASSVILLE. PA
PN36,HOME. PA
PN38,CULMERVILLE. PA
PN39,NEW LONDON. PA
PN40,NORTH EAST. PA
PN46,APOLLO. PA
PN50,SHOEMAKERSVILLE. PA
PN53,LORETTO. PA
PN54,COLUMIA CROSS ROADS. PA
PN55,MC CLELLANDTOWN. PA
PN57,MARION CENTER. PA
PN59,KITTANNING. PA
PN62,MIDWAY. PA
PN64,HUNTINGDON. PA
PN66,NEW ALEXANDRIA. PA
PN68,NEW GALILEE. PA
PN71,RICHFIELD. PA
PN72,STRONGSTOWN. PA
PN73,ORBISONA/ROCKHILL. PA
PN84,PORTERSVILLE. PA
PN90,ROULETTE. PA
PN91,SABINSVILLE. PA
PN98,BERLIN. PA
PNA,PINEDALE. WY
PNC,PONCA CITY. OK
PNE,PHILADELPHIA. PA
PNI,POHNPEI ISLAND. FM
PNM,PRINCETON. MN
PNN,PRINCETON. ME
PNP,PILOT POINT. AK
PNS,PENSACOLA. FL
PNT,PONTIAC. IL
PO1,POPLAR. MT
POB,FAYETTEVILLE. NC
POC,LA VERNE. CA
POE,FORT POLK. LA
POF,POPLAR BLUFF. MO
POH,POCAHONTAS. IA
POU,POUGHKEEPSIE. NY
POV,RAVENNA. OH
POY,POWELL. WY
PPA,PAMPA. TX
PPC,PROSPECT CREEK. AK
PPF,PARSONS. KS
PPG,PAGO PAGO. AS
PPO,LA PORTE. IN
PPQ,PITTSFIELD. IL
PQI,PRESQUE ISLE. ME
PQL,PASCAGOULA. MS
PQN,PIPESTONE. MN
PR10,CABO ROJO. PR
PR20,ADJUNTAS. PR
PR25,LAJAS. PR
PRB,PASO ROBLES. CA
PRC,PRESCOTT. AZ
PRG,PARIS. IL
PRN,GREENVILLE. AL
PRO,PERRY. IA
PRS,PRESIDIO. TX
PRX,PARIS. TX
PRZ,PORTALES. NM
PS02,NEWVILLE. PA
PS03,PERKASIE. PA
PS05,ALBION. PA
PS06,BEAVER SPRINGS. PA
PS11,BURNHAM. PA
PS12,WEATHERLY. PA
PS15,ALTOONA. PA
PS18,BRADFORD. PA
PS20,PINE GROVE. PA
PS21,DALMATIA. PA
PS27,ADDISON. PA
PS39,CLYMER. PA
PS42,ULYSSES. PA
PS43,VOLANT. PA
PS46,DUBLIN. PA
PS47,EBENSBURG. PA
PS50,HARFORD. PA
PS52,JOHNSTOWN. PA
PS54,PERKASIE. PA
PS61,TIDIOUTE. PA
PS64,CAMBRIDGE SPRINGS. PA
PS66,CLARION. PA
PS67,CLAYSVILLE. PA
PS69,FLINTON. PA
PS73,MACKEYVILLE. PA
PS82,SPRINGBROOK. PA
PS99,TAMAQUA. PA
PSB,PHILIPSBURG. PA
PSC,PASCO. WA
PSE,PONCE. PR
PSF,PITTSFIELD. MA
PSG,PETERSBURG. AK
PSK,DUBLIN. VA
PSM,PORTSMOUTH. NH
PSN,PALESTINE. TX
PSO,PAGOSA SPRINGS. CO
PSP,PALM SPRINGS. CA
PSX,PALACIOS. TX
PTB,PETERSBURG. VA
PTD,POTSDAM. NY
PTH,PORT HEIDEN. AK
PTK,PONTIAC. MI
PTN,PATTERSON. LA
PTS,PITTSBURG. KS
PTT,PRATT. KS
PTU,PLATINUM. AK
PTV,PORTERVILLE. CA
PTW,POTTSTOWN. PA
PUB,PUEBLO. CO
PUC,PRICE. UT
PUJ,ATLANTA. GA
PUW,PULLMAN/MOSCOW. WA
PVB,PLATTEVILLE. WI
PVC,PROVINCETOWN. MA
PVD,PROVIDENCE. RI
PVE,LEXINGTON-PARSONS. TN
PVF,PLACERVILLE. CA
PVG,NORFOLK. VA
PVJ,PAULS VALLEY. OK
PVU,PROVO. UT
PVW,PLAINVIEW. TX
PWA,OKLAHOMA CITY. OK
PWC,PINE RIVER. MN
PWD,PLENTYWOOD. MT
PWG,WACO. TX
PWK,CHICAGO/PROSPECT HEIGHTS/WHEEL
PWM,PORTLAND. ME
PWT,BREMERTON. WA
PXE,PERRY. GA
PXK,PAXSON. AK
PYG,PAGELAND. SC
PYM,PLYMOUTH. MA
PYN,PIEDMONT. MO
PYP,CENTRE. AL
PYX,PERRYTON. TX
PZQ,ROGERS CITY. MI
R03,ALKALI LAKE. OR
R33,WALDPORT. OR
R47,LEIPSIC. OH
R49,REPUBLIC. WA
RAC,RACINE. WI
RAL,RIVERSIDE. CA
RAP,RAPID CITY. SD
RAS,PORT ARANSAS. TX
RAW,WARSAW. MO
RBD,DALLAS. TX
RBE,BASSETT. NE
RBG,ROSEBURG. OR
RBL,RED BLUFF. CA
RBM,CAMP ROBINSON/LITTLE ROCK. AR
RBO,ROBSTOWN. TX
RBW,WALTERBORO. SC
RBY,RUBY. AK
RC0,CLINTON. MT
RCA,RAPID CITY. SD
RCE,OKLAHOMA CITY. OK
RCK,ROCKDALE. TX
RCM,WARRENSBURG. MO
RCP,STOCKTON. KS
RCR,ROCHESTER. IN
RCT,REED CITY. MI
RCV,DEL NORTE. CO
RCX,LADYSMITH. WI
RCZ,ROCKINGHAM. NC
RDD,REDDING. CA
RDG,READING. PA
RDK,RED OAK. IA
RDM,REDMOND. OR
RDR,GRAND FORKS. ND
RDU,RALEIGH/DURHAM. NC
RDV,RED DEVIL. AK
RED,RED LODGE. MT
REG,GONZALES. LA
REI,REDLANDS. CA
REO,ROME. OR
RFD,CHICAGO/ROCKFORD. IL
RFG,REFUGIO. TX
RFI,HENDERSON. TX
RGA,RICHMOND. KY
RGK,RED WING. MN
RHI,RHINELANDER. WI
RHP,ANDREWS. NC
RHV,SAN JOSE. CA
RI07,TIVERTON. RI
RI11,GREENE. RI
RIC,RICHMOND. VA
RID,RICHMOND. IN
RIF,RICHFIELD. UT
RIL,RIFLE. CO
RIR,RIVERSIDE/RUBIDOUX/. CA
RIU,RANCHO MURIETA. CA
RIV,RIVERSIDE. CA
RIW,RIVERTON. WY
RJD,RIDGELY. MD
RK1,KAVIK RIVER. AK
RKD,ROCKLAND. ME
RKP,ROCKPORT. TX
RKR,POTEAU. OK
RKS,ROCK SPRINGS. WY
RKW,ROCKWOOD. TN
RLD,RICHLAND. WA
RME,ROME. NY
RMG,ROME. GA
RMN,STAFFORD. VA
RMP,RAMPART. AK
RMY,MARSHALL. MI
RNC,MC MINNVILLE. TN
RND,UNIVERSAL CITY. TX
RNH,NEW RICHMOND. WI
RNM,RAMONA. CA
RNO,RENO. NV
RNP,OWOSSO. MI
RNT,RENTON. WA
RNV,CLEVELAND. MS
ROA,ROANOKE. VA
ROC,ROCHESTER. NY
ROG,ROGERS. AR
ROI,ROI-NAMUR. MH
ROR,BABELTHUAP ISLAND. PW
ROS,RUSH CITY. MN
ROW,ROSWELL. NM
ROX,ROSEAU. MN
RPB,BELLEVILLE. KS
RPD,RICE LAKE. WI
RPH,GRAHAM. TX
RPJ,ROCHELLE. IL
RPX,ROUNDUP. MT
RQB,BIG RAPIDS. MI
RQE,WINDOW ROCK. AZ
RQO,EL RENO. OK
RRL,MERRILL. WI
RRQ,ROCK RAPIDS. IA
RRT,WARROAD. MN
RSH,RUSSIAN MISSION. AK
RSL,RUSSELL. KS
RSN,RUSTON. LA
RST,ROCHESTER. MN
RSV,ROBINSON. IL
RSW,FORT MYERS. FL
RTN,RATON. NM
RTS,RENO. NV
RUE,RUSSELLVILLE. AR
RUG,RUGBY. ND
RUQ,SALISBURY. NC
RUT,RUTLAND. VT
RVF,TWIN BRIDGES. MT
RVJ,REIDSVILLE. GA
RVL,REEDSVILLE. PA
RVN,ROGERSVILLE. TN
RVR,CEIBA. PR
RVS,TULSA. OK
RWF,REDWOOD FALLS. MN
RWI,ROCKY MOUNT. NC
RWL,RAWLINS. WY
RWN,WINAMAC. IN
RWV,CALDWELL. TX
RXE,REXBURG. ID
RYM,CAMP RIPLEY. MN
RYN,TUCSON. AZ
RYV,WATERTOWN. WI
RYW,LAGO VISTA. TX
RYY,ATLANTA. GA
RZL,RENSSELAER. IN
RZN,SIREN. WI
RZR,CLEVELAND. TN
RZT,CHILLICOTHE. OH
S00,OPHEIM. MT
S01,CONRAD. MT
S03,ASHLAND. OR
S04,CONDON. MT
S05,BANDON. OR
S09,HOT SPRINGS. MT
S10,CHELAN. WA
S12,ALBANY. OR
S16,COPALIS. WA
S17,GRANITEVILLE. SC
S18,FORKS. WA
S19,MC CORMICK. SC
S20,GOLDENDALE. WA
S21,SUNRIVER. OR
S23,IONE. WA
S24,FREMONT. OH
S25,WATFORD CITY. ND
S27,KALISPELL. MT
S28,DUNSEITH. ND
S30,LEBANON. OR
S31,LOPEZ. WA
S32,COOPERSTOWN. ND
S33,MADRAS. OR
S34,PLAINS. MT
S35,OKANOGAN. WA
S36,KENT. WA
S37,SMOKETOWN. PA
S39,PRINEVILLE. OR
S40,PROSSER. WA
S42,SPRINGER. NM
S43,SNOHOMISH. WA
S45,GLENEDEN BEACH. OR
S48,SANDY. OR
S49,VALE. OR
S50,AUBURN. WA
S51,KLAMATH GLEN. CA
S52,WINTHROP. WA
S59,LIBBY. MT
S64,STANFORD. MT
S66,HOMEDALE. ID
S68,OROFINO. ID
S69,LINCOLN. MT
S70,OTHELLO. WA
S71,CHINOOK. MT
S72,ST MARIES. ID
S73,KAMIAH. ID
S75,PAYETTE. ID
S77,COEUR D`ALENE. ID
S78,EMMETT. ID
S79,GREEN SEA. SC
S81,INDIAN CREEK. ID
S82,KOOSKIA. ID
S83,KELLOGG. ID
S84,COTTONWOOD. ID
S85,CULBERTSON. MT
S87,WEISER. ID
S88,SKYKOMISH. WA
S89,CRAIGMONT. ID
S90,ELK CITY. ID
S92,FISH LAKE. ID
S93,CLE ELUM. WA
S94,COLFAX. WA
S95,COLLEGE PLACE. WA
S97,BREWSTER. WA
SAA,SARATOGA. WY
SAC,SACRAMENTO. CA
SAD,SAFFORD. AZ
SAF,SANTA FE. NM
SAN,SAN DIEGO. CA
SAR,SPARTA. IL
SAS,SALTON CITY. CA
SAT,SAN ANTONIO. TX
SAV,SAVANNAH. GA
SAW,MARQUETTE. MI
SAZ,STAPLES. MN
SBA,SANTA BARBARA. CA
SBD,SAN BERNARDINO. CA
SBM,SHEBOYGAN. WI
SBN,SOUTH BEND. IN
SBO,SWAINSBORO. GA
SBP,SAN LUIS OBISPO. CA
SBS,STEAMBOAT SPRINGS. CO
SBU,BLUE EARTH. MN
SBX,SHELBY. MT
SBY,SALISBURY. MD
SC00,WOODRUFF. SC
SC01,HONEA PATH. SC
SC03,CAMERON. SC
SC05,BONNEAU. SC
SC06,CHARLESTON. SC
SC07,ST MATTHEWS. SC
SC12,GARNETT. SC
SC13,GASTON. SC
SC16,HARTSVILLE. SC
SC17,HOLLY HILL. SC
SC19,LAMAR. SC
SC20,LANGLEY. SC
SC21,LORIS. SC
SC23,PELION. SC
SC24,SENECA. SC
SC26,WEST UNION. SC
SC29,TIMMONSVILLE. SC
SC34,IVA. SC
SC35,EHRHARDT. SC
SC36,CHESNEE. SC
SC37,CROSS. SC
SC38,MANNING. SC
SC39,WOODRUFF. SC
SC41,MANNING. SC
SC42,CHARLESTON. SC
SC43,WILLIAMSTON. SC
SC44,BOYKIN. SC
SC45,GILBERT. SC
SC46,BATESBURG. SC
SC47,SIMPSONVILLE. SC
SC48,TURBEVILLE. SC
SC55,EHRHARDT. SC
SC56,MOUNTVILLE. SC
SC57,ANDREWS. SC
SC58,PAGELAND. SC
SC61,CHERAW. SC
SC65,MOUNT PLEASANT. SC
SC66,SPARTANBURG. SC
SC67,AIKEN. SC
SC69,EHRHARDT. SC
SC72,GREER. SC
SC74,BEAUFORT. SC
SC75,PICKENS. SC
SC76,LANCASTER. SC
SC78,CLEVELAND. SC
SC81,ABBEVILLE. SC
SC82,WILLIAMSON. SC
SC84,GILBERT. SC
SC86,EASLEY. SC
SC87,VANCE. SC
SC88,CHESNEE. SC
SC89,DILLON. SC
SC90,ST. MATTHEWS. SC
SC91,BRANCHVILLE. SC
SC92,ABBEVILLE. SC
SC94,JOHNSONVILLE. SC
SC95,PERRY. SC
SC98,GOOSE CREEK. SC
SC99,LEXINGTON. SC
SCA,SIDNEY. OH
SCB,SCRIBNER. NE
SCC,DEADHORSE. AK
SCD,SYLACAUGA. AL
SCH,SCHENECTADY. NY
SCK,STOCKTON. CA
SCM,SCAMMON BAY. AK
SCR,SILER CITY. NC
SCX,ONEIDA. TN
SD00,ELK POINT. SD
SD01,LETCHER. SD
SD03,WINFRED. SD
SD05,ABERDEEN. SD
SD13,DOLAND. SD
SD14,DRAPER. SD
SD19,BADGER. SD
SD21,HAYES. SD
SD24,STURGIS. SD
SD25,PIEDMONT. SD
SD27,HOT SPRINGS. SD
SD29,BERESFORD. SD
SD30,BONESTEEL. SD
SD32,ABERDEEN. SD
SD33,CAMP CROOK. SD
SD35,STURGIS. SD
SD36,RIDGEVIEW. SD
SD43,CAVOUR. SD
SD44,CHAMBERLAIN. SD
SD46,DELL RAPIDS. SD
SD47,EAGLE BUTTE. SD
SD48,FAITH. SD
SD49,FERNEY. SD
SD50,HARROLD. SD
SD53,BERESFORD. SD
SD55,HURON. SD
SD57,PIERRE. SD
SD59,CROCKER. SD
SD61,TYNDALL. SD
SD65,WILMOT. SD
SD68,HOT SPRINGS. SD
SD71,OELRICHS. SD
SD72,OPAL. SD
SD73,VALLEY SPRINGS. SD
SD74,POLLOCK. SD
SD76,CAMP CROOK. SD
SD77,MENNO. SD
SD78,KENNEBEC. SD
SD83,DE SMET. SD
SD90,SPEARFISH. SD
SD93,GETTYSBURG. SD
SD94,REVILLO. SD
SD97,VIVIAN. SD
SD98,ENNING. SD
SDA,SHENANDOAH. IA
SDC,WILLIAMSON/SODUS. NY
SDF,LOUISVILLE. KY
SDL,SCOTTSDALE. AZ
SDM,SAN DIEGO. CA
SDP,SAND POINT. AK
SDY,SIDNEY. MT
SEA,SEATTLE. WA
SEE,SAN DIEGO/EL CAJON. CA
SEF,SEBRING. FL
SEG,SELINSGROVE. PA
SEM,SELMA. AL
SEP,STEPHENVILLE. TX
SEQ,SEGUIN. TX
SER,SEYMOUR. IN
SET,ST CHARLES. MO
SEZ,SEDONA. AZ
SFB,ORLANDO. FL
SFF,SPOKANE. WA
SFM,SANFORD. ME
SFO,SAN FRANCISCO. CA
SFQ,SUFFOLK. VA
SFY,SAVANNA. IL
SFZ,PAWTUCKET. RI
SGF,SPRINGFIELD. MO
SGH,SPRINGFIELD. OH
SGJ,ST AUGUSTINE. FL
SGR,HOUSTON. TX
SGS,SOUTH ST PAUL. MN
SGT,STUTTGART. AR
SGU,ST GEORGE. UT
SGY,SKAGWAY. AK
SH1,CAMP SHELBY. MS
SHD,STAUNTON/WAYNESBORO/HARRISONBU
SHG,SHUNGNAK. AK
SHH,SHISHMAREF. AK
SHL,SHELDON. IA
SHN,SHELTON. WA
SHR,SHERIDAN. WY
SHV,SHREVEPORT. LA
SHX,SHAGELUK. AK
SIF,REIDSVILLE. NC
SIG,SAN JUAN. PR
SIK,SIKESTON. MO
SIT,SITKA. AK
SIV,SULLIVAN. IN
SIY,MONTAGUE. CA
SJC,SAN JOSE. CA
SJN,ST JOHNS. AZ
SJS,PRESTONSBURG. KY
SJT,SAN ANGELO. TX
SJU,SAN JUAN. PR
SJX,BEAVER ISLAND. MI
SKA,SPOKANE. WA
SKF,SAN ANTONIO. TX
SKI,SAC CITY. IA
SKW,SKWENTNA. AK
SKX,TAOS. NM
SLB,STORM LAKE. IA
SLC,SALT LAKE CITY. UT
SLE,SALEM. OR
SLG,SILOAM SPRINGS. AR
SLH,CHEBOYGAN. MI
SLI,LOS ALAMITOS. CA
SLK,SARANAC LAKE. NY
SLN,SALINA. KS
SLO,SALEM. IL
SLQ,SLEETMUTE. AK
SLR,SULPHUR SPRINGS. TX
SMD,FORT WAYNE. IN
SME,SOMERSET. KY
SMF,SACRAMENTO. CA
SMK,ST MICHAEL. AK
SMN,SALMON. ID
SMO,SANTA MONICA. CA
SMQ,SOMERVILLE. NJ
SMS,SUMTER. SC
SMU,SHEEP MOUNTAIN. AK
SMX,SANTA MARIA. CA
SN03,LENORA. KS
SN04,EMPORIA. KS
SN05,HALSTEAD. KS
SN08,BURRTON. KS
SN10,BELLE PLAINE. KS
SN12,MEADE. KS
SN13,CHENEY. KS
SN18,AUGUSTA. KS
SN20,AUGUSTA. KS
SN21,BALDWIN CITY. KS
SN22,BASEHOR. KS
SN29,BURDETT. KS
SN32,BELLE PLAINE. KS
SN33,CLAY CENTER. KS
SN34,CLEARWATER. KS
SN36,CONWAY SPRINGS. KS
SN37,ELMDALE. KS
SN40,DERBY. KS
SN41,GIRARD. KS
SN42,OTTAWA. KS
SN43,EFFINGHAM. KS
SN45,LAWRENCE. KS
SN46,BENTON. KS
SN47,ESKRIDGE. KS
SN51,HUTCHINSON. KS
SN52,DOUGLASS. KS
SN55,FRIEND. KS
SN58,EL DORADO. KS
SN61,GODDARD. KS
SN62,BENTLEY. KS
SN63,HAVILAND. KS
SN64,GODDARD. KS
SN65,GODDARD. KS
SN67,GREAT BEND. KS
SN68,VALLEY CENTER. KS
SN69,HAMMOND. KS
SN70,HARPER. KS
SN72,HARRIS. KS
SN75,HIGHLAND. KS
SN78,BUCYRUS. KS
SN83,LANSING. KS
SN88,LOUISBURG. KS
SN90,MC LOUTH. KS
SN91,MADISON. KS
SN92,MANHATTAN. KS
SN94,MINNEOLA. KS
SN95,SYLVIA. KS
SN97,MOSCOW. KS
SN98,SATANTA. KS
SN99,OLSBURG. KS
SNA,SANTA ANA. CA
SNC,CHESTER. CT
SNH,SAVANNAH. TN
SNK,SNYDER. TX
SNL,SHAWNEE. OK
SNP,ST PAUL ISLAND. AK
SNS,SALINAS. CA
SNY,SIDNEY. NE
SOA,SONORA. TX
SOP,PINEHURST/SOUTHERN PINES. NC
SOV,SELDOVIA. AK
SOW,SHOW LOW. AZ
SPA,SPARTANBURG. SC
SPB,SCAPPOOSE. OR
SPF,SPEARFISH. SD
SPG,ST PETERSBURG. FL
SPH,SPRINGHILL. LA
SPI,SPRINGFIELD. IL
SPK,SPANISH FORK. UT
SPS,WICHITA FALLS. TX
SPW,SPENCER. IA
SPZ,SILVER SPRINGS. NV
SQI,STERLING/ROCKFALLS. IL
SQL,SAN CARLOS. CA
SRB,SPARTA. TN
SRC,SEARCY. AR
SRE,SEMINOLE. OK
SRQ,SARASOTA/BRADENTON. FL
SRR,RUIDOSO. NM
SRV,STONY RIVER. AK
SSC,SUMTER. SC
SSF,SAN ANTONIO. TX
SSI,ST SIMONS ISLAND. GA
SSQ,SHELL LAKE. WI
STC,ST CLOUD. MN
STE,STEVENS POINT. WI
STF,STARKVILLE. MS
STJ,ST JOSEPH. MO
STK,STERLING. CO
STL,ST LOUIS. MO
STP,ST PAUL. MN
STS,SANTA ROSA. CA
STT,CHARLOTTE AMALIE. VI
STX,CHRISTIANSTED. VI
SUA,STUART. FL
SUD,STROUD. OK
SUE,STURGEON BAY. WI
SUN,HAILEY. ID
SUO,ROSEBUD. SD
SUS,ST LOUIS. MO
SUT,OAK ISLAND. NC
SUU,FAIRFIELD. CA
SUW,SUPERIOR. WI
SUX,SIOUX CITY. IA
SUZ,BENTON. AR
SVA,SAVOONGA. AK
SVC,SILVER CITY. NM
